trade_id,market_id,ticker,price,price_dollars,count,count_fp,taker_side,maker_action,taker_action,maker_nickname,taker_nickname,maker_social_id,taker_social_id,create_date
cb3ab431-4c6a-66e7-f36b-443ff13a748d,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,748,748.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T10:23:47.013332Z
fc6b2675-b402-762b-6c6c-c166bb67bf6d,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,187,187.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T08:31:09.702406Z
7c75c0d8-6dc2-5c33-bb17-24ebb59b76f1,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,93,93.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T08:27:46.441334Z
ac42714a-b98e-44e7-20b9-0e672afdad79,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,467,467.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T07:35:47.474487Z
33d70656-a13e-470b-1a99-535008ef9969,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,467,467.0,yes,sell,buy,brand.range,sexy.ant,783896a9-a6bf-42b5-9df0-2dda3e907629,bb2b02f9-7a1c-427d-9f41-cbfac9bb72eb,2026-01-30T07:19:25.432695Z
81753c76-e346-5ae7-d046-1cfed43ed975,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,374,374.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T06:54:54.33321Z
ca2abd2b-9dd6-7ab7-6ccb-3ba8d66b1039,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,935,935.0,yes,sell,buy,brand.range,ladytrend214,783896a9-a6bf-42b5-9df0-2dda3e907629,2d076567-1e13-4cf1-b24d-b9fce8043236,2026-01-30T06:36:03.961411Z
9b7079eb-3a7a-4c83-32dd-fcb9d3684ebd,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,374,374.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T05:33:16.692742Z
563dddea-ae7a-657f-dbd2-31ab82dd8bd5,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,561,561.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T04:54:41.544848Z
20f60440-a0d2-5bf3-5c39-b2c5dfec586d,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,467,467.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T04:48:47.998025Z
52db1fe3-9da6-7c0b-c0d6-348eec144829,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,9,9.0,yes,sell,buy,brand.range,pika.guess,783896a9-a6bf-42b5-9df0-2dda3e907629,7593b836-1cc7-446c-a3b8-7f9055592730,2026-01-30T04:35:57.656508Z
1c9a8732-7ae2-6777-623a-d54498e618e1,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,467,467.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T04:08:23.925351Z
26fe9e9e-28f2-588f-b0d3-1f03d27d5c71,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,93,93.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T04:06:12.354203Z
f046a190-56a2-52c7-64f2-1827e3a43499,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,93,93.0,yes,sell,buy,brand.range,pill.wall,783896a9-a6bf-42b5-9df0-2dda3e907629,9bbdfca7-ade4-44d1-b22a-f338fd72c3cf,2026-01-30T03:34:55.541101Z
8efd665f-f51a-6e53-a6d6-3a8f660f0795,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,93,93.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T03:17:45.700337Z
df7682b5-3a62-5e7b-0c40-f0fda76caa31,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,935,935.0,yes,sell,buy,brand.range,,783896a9-a6bf-42b5-9df0-2dda3e907629,,2026-01-30T02:59:58.186857Z
5b912dcf-3742-58ab-c8c4-15a09a8a21a5,573ec7d5-48a9-49c8-9915-2f25fa1fe143,KXMIASNOWM-26JAN-0.1,1,0.01,46,46.0,yes,sell,buy,brand.range,Great.adventurer,783896a9-a6bf-42b5-9df0-2dda3e907629,9c3db32a-031e-4960-919f-b7b064279bc1,2026-01-30T02:09:13.170262Z
